Transaction_ID,ATM_ID,Location,Card_Type,Transaction_Type,Transaction_Amount,Account_Balance_After_Transaction,Transaction_Date,Transaction_Time,Customer_ID,ATM_Status,Transaction_Status,Bank_Name,Fee_Charged,Currency
00d2870b-4b5c-41ed-b2bb-ccfc34ff496a,ATM2007,Birmingham,Visa Debit,Withdrawal,0.0,2825.19,2025-03-17,07:48:59,3e00d865-f7a7-49e5-a58c-732af296f34f,Under Maintenance,Success,NatWest,1.28,GBP
8cec313e-6fb3-4afa-ad9e-d7ae0acb56bb,ATM6556,London,Visa Credit,Mini Statement,0.0,9124.41,2024-06-13,08:15:42,8b148c66-9b99-4d2a-8d4b-e15752338cfb,Active,Pending,HSBC,1.69,GBP
b15a1270-02a5-487c-b254-94deb0fca11e,ATM3263,Glasgow,Visa Debit,Deposit,94.69,7607.94,2024-06-23,21:49:14,a78a31c8-3255-4d00-9de7-3173741bf0fb,Under Maintenance,Failed,HSBC,0.47,GBP
5df56b6f-1a6e-4238-ad0d-15252aa092ae,ATM6179,Leicester,Visa Debit,Mini Statement,0.0,3899.92,2024-08-04,06:03:47,a664b34e-3e45-4986-8bb3-3f6d00892b9f,Inactive,Pending,NatWest,0.93,GBP
c3fa0764-dfd8-40ca-bb03-6dfd6b46214c,ATM5495,Sheffield,MasterCard Debit,Withdrawal,403.78,3032.38,2025-02-08,09:23:11,9b19bbca-881e-4324-bcc1-e81ba94a7e44,Inactive,Failed,NatWest,0.83,GBP
801abff7-66cd-4662-84e8-13db44cfc3ca,ATM8963,Glasgow,Visa Credit,Deposit,46.1,7652.3,2024-12-19,12:11:39,307eeda5-517c-4c96-a0f7-8bdd82410f85,Active,Success,Santander,0.49,GBP
b94f6849-27ba-434f-90be-68d55aa970d9,ATM8884,Leeds,MasterCard Debit,Withdrawal,0.0,5665.74,2025-03-20,19:20:19,8ed0060d-bf9f-464f-89cf-aee5d57cef88,Under Maintenance,Failed,Barclays,0.12,GBP
aa1a5bc3-3709-44f0-93db-ee97175cf014,ATM6416,London,MasterCard Debit,Balance Inquiry,0.0,3164.06,2025-06-04,12:23:36,0566052a-d748-480f-8459-0d4b5caa92e4,Under Maintenance,Pending,Lloyds,1.0,GBP
dff0ad78-64b3-4997-b8d9-b7b40abd9cd0,ATM5416,London,Visa Debit,Balance Inquiry,0.0,1991.07,2025-04-21,17:29:03,0b54ece2-f745-4991-aaaf-bcc89609adca,Inactive,Failed,Barclays,2.49,GBP
5453ef5c-4749-47ad-a02d-808cc27efe7e,ATM2276,Liverpool,Visa Debit,Mini Statement,350.55,5434.07,2024-06-20,07:22:56,df92d982-f291-45fe-8c5a-c35e8a2f9c5f,Inactive,Success,NatWest,1.97,GBP
b71b5518-810c-415d-b1fd-cc43fd3b1021,ATM8514,Liverpool,MasterCard Debit,Mini Statement,0.0,6332.29,2024-12-23,10:53:44,665bf48c-b9e2-492b-975a-56a6aa39b1ce,Inactive,Success,Barclays,2.26,GBP
96042c21-9168-483d-bc8a-8eb9c1a1d053,ATM3614,Birmingham,Visa Credit,Mini Statement,0.0,4206.52,2025-01-26,14:43:52,eb9ae8a6-1977-4732-8cf6-00b4377c3965,Inactive,Success,Santander,0.03,GBP
7dc01482-c816-4df5-8957-f0c19157ccfe,ATM2764,Leicester,Visa Debit,Withdrawal,0.0,9519.2,2025-01-17,21:13:53,14076c90-0fe6-47d6-bc9b-b721606da273,Under Maintenance,Success,Santander,0.89,GBP
47ede528-3491-4d03-bf37-7baac8d13ca0,ATM9395,Leeds,MasterCard Debit,Mini Statement,0.0,7068.06,2025-02-04,15:37:23,8ff42a02-9b9a-491c-8a43-fc74f03318a4,Inactive,Pending,NatWest,1.2,GBP
7380527c-2f25-48cd-9e69-9e1e2922bc1d,ATM5242,Birmingham,Visa Debit,Mini Statement,0.0,8048.16,2025-04-30,03:33:34,6f4315ac-0230-4783-ab4b-3b96faaeb940,Inactive,Success,HSBC,1.91,GBP
febd7555-1410-4483-8b2e-3d1b3b4590c6,ATM7628,Glasgow,Visa Credit,Deposit,0.0,7996.12,2024-12-18,20:27:46,04968875-1968-46c6-b8de-1da607a0d7e4,Under Maintenance,Failed,Santander,2.25,GBP
6c394ce7-65b8-41b0-a559-f2d53b520373,ATM8336,Leeds,MasterCard Credit,Balance Inquiry,0.0,481.82,2024-12-25,17:56:30,4fe4f9d6-3587-42e6-b39b-9d06dbd7468c,Under Maintenance,Success,Lloyds,0.24,GBP
2542cff6-0710-41c5-802e-3a7aa1515f1e,ATM7902,Leeds,Visa Debit,Withdrawal,0.0,2854.86,2025-06-01,13:05:50,ddd4555a-54ee-4c91-b875-8a64bc25badc,Inactive,Success,Lloyds,0.04,GBP
cec1871a-b5c8-4060-89c7-35079d592a7b,ATM3605,Bristol,MasterCard Credit,Withdrawal,375.95,4636.95,2024-07-21,11:42:14,aa8416e6-84c3-4f33-9b75-34705c76ded5,Under Maintenance,Failed,Lloyds,0.39,GBP
0b652dbd-a7e3-4bc5-8ef9-e157e439d480,ATM7867,Liverpool,Visa Credit,Balance Inquiry,11.72,1996.54,2025-03-14,13:28:40,574f1918-a388-4474-b33a-2e9247d43400,Inactive,Failed,Lloyds,2.8,GBP
7c7718ce-4c4e-4314-b43b-cd00913edb04,ATM3070,Sheffield,Visa Credit,Withdrawal,0.0,8177.46,2025-04-30,19:58:27,111f885f-206d-49f2-8aa3-a0d7c4f79938,Inactive,Pending,Santander,1.78,GBP
ac791bae-9cfc-408b-9ce4-355961d944f6,ATM2841,Sheffield,Visa Credit,Withdrawal,0.0,4816.42,2024-10-30,11:03:24,3cc056ab-aaf2-4f56-94b1-1175d177e856,Active,Failed,NatWest,1.6,GBP
16daf6a6-5945-4764-b07f-a381cd849403,ATM2825,Leeds,MasterCard Credit,Mini Statement,0.0,4151.21,2024-11-04,07:51:26,9ff87543-9b06-4f11-9e03-1f1655e42558,Inactive,Pending,Barclays,1.99,GBP
394fadcd-5d1e-41f3-b532-b6d7aa757aa5,ATM4047,Birmingham,MasterCard Credit,Mini Statement,0.0,628.34,2024-07-21,12:50:36,c419855f-5b77-4a03-857e-e4910ceb0410,Active,Success,NatWest,2.14,GBP
cb7033b7-0b57-4ca6-94ed-072c9e781e1a,ATM8901,Edinburgh,Visa Debit,Withdrawal,0.0,4342.65,2025-04-13,12:35:06,40d1787b-9d4c-4127-9fa3-0dc25e0658ff,Active,Pending,Barclays,0.8,GBP
7608c47a-a8ad-47e3-9bb0-ecd619e3bfe6,ATM5820,Liverpool,Visa Debit,Withdrawal,0.0,6055.88,2024-11-07,19:23:09,ee950cbb-df18-496a-86a5-c20bfd87a4ee,Inactive,Pending,Lloyds,2.59,GBP
4a082de7-4f6d-4f01-b0dc-2737db807618,ATM2638,London,MasterCard Credit,Balance Inquiry,0.0,9693.43,2025-03-22,10:06:37,9e5f900f-2ca4-4dc2-a5b6-3401df7cd715,Active,Success,NatWest,0.08,GBP
00c08143-c5a4-48c6-995f-908dbd9695c9,ATM7975,Leicester,Visa Credit,Balance Inquiry,192.88,1346.4,2024-11-22,16:45:05,af147bf1-f8f4-463f-a7fe-b33344a75be2,Under Maintenance,Failed,Santander,0.55,GBP
9a4c2227-abac-42b4-9b90-98ea116cd881,ATM5296,Manchester,MasterCard Debit,Deposit,149.4,3780.53,2025-02-18,23:21:41,63ff16df-8d7c-47b3-b31d-cf4311a07d86,Inactive,Success,Lloyds,2.86,GBP
7ecbcd45-335b-4677-9f1b-925e6f66be87,ATM5524,Manchester,MasterCard Credit,Mini Statement,0.0,7823.02,2024-07-07,21:37:52,979b882b-7a56-481c-ad9f-a5e4166d1ffa,Under Maintenance,Success,NatWest,0.83,GBP
8ed739d7-d24f-4919-bd1d-339e34536a9b,ATM2812,Liverpool,MasterCard Credit,Balance Inquiry,0.0,3388.09,2025-01-16,20:18:39,b6b385c3-fd45-4897-8459-4edb6aa90a9d,Active,Pending,Lloyds,1.63,GBP
84eb42d3-67c4-4071-ba8a-82eaad527daa,ATM6827,Glasgow,MasterCard Debit,Balance Inquiry,175.75,8043.9,2025-03-15,15:08:19,42a6faeb-779d-414d-bb9e-df99472e95ea,Inactive,Failed,Santander,2.91,GBP
278223ab-2937-4d76-b11f-f82f7907f046,ATM9340,Bristol,MasterCard Credit,Withdrawal,0.0,8389.75,2024-12-17,22:04:32,b2f95268-ca0b-4fcd-8ad0-b6251a1c6a59,Under Maintenance,Success,HSBC,0.15,GBP
746ddff4-865d-4030-811e-33fefd3b748d,ATM9782,Edinburgh,MasterCard Credit,Mini Statement,17.65,6159.19,2025-02-18,19:57:32,cb9fa1ac-e90d-4aeb-92e7-f9e946bf5887,Active,Failed,HSBC,1.72,GBP
a043c588-69ad-4787-9c0f-71ff12ef4ae2,ATM2224,Bristol,Visa Credit,Mini Statement,0.0,5191.03,2024-09-06,18:36:02,edffd4e5-3dd8-4104-a4f3-b8c1edce5bab,Inactive,Pending,NatWest,2.49,GBP
f4208999-51f0-436c-b205-b5f7e0c05353,ATM1132,Manchester,Visa Debit,Withdrawal,0.0,6346.9,2025-05-26,06:48:40,e63905bb-0c05-4980-aaf0-5d290325c1dc,Active,Pending,NatWest,0.29,GBP
9100c4c4-1480-42cb-addf-659fbb8e2e5c,ATM1670,Manchester,Visa Debit,Withdrawal,467.81,4893.56,2024-11-29,12:46:12,d41c93ad-b963-47d0-bd6a-e7fa457aac07,Under Maintenance,Pending,HSBC,2.17,GBP
57195343-9cc2-4d6f-b6e3-a394c487af5d,ATM1242,Leicester,MasterCard Debit,Withdrawal,20.42,6377.99,2025-02-20,15:55:49,04698dd2-01ad-4dfa-9f91-6199d9efbcc1,Under Maintenance,Failed,Santander,0.56,GBP
b6930ed4-3160-49c6-9e82-aeb77493bdb1,ATM3269,Leicester,MasterCard Debit,Balance Inquiry,0.0,1080.24,2025-04-21,03:49:47,57512a43-7bce-4bf5-98c6-c37c94e2f966,Under Maintenance,Pending,Santander,0.83,GBP
6b7d2713-cba1-427d-ad71-14db7d4189e8,ATM3013,Glasgow,MasterCard Debit,Balance Inquiry,484.1,5839.99,2025-04-09,04:51:05,aa348396-c0f3-44b8-bd15-53a257cf992f,Active,Success,HSBC,2.3,GBP
faa5e279-4019-4be7-a85a-d01a0d0fbbe9,ATM7686,Liverpool,MasterCard Credit,Withdrawal,0.0,8917.58,2024-12-16,15:15:49,9764f6a7-a3af-45f4-9ae9-4ad4eea0cc38,Active,Failed,NatWest,0.7,GBP
d82677a1-4b5f-4fc3-89c9-36a94ab15a67,ATM7308,Manchester,Visa Debit,Mini Statement,0.0,4124.25,2025-05-28,11:49:19,783b4744-acc8-4db0-a449-f976d59c13ca,Active,Failed,Santander,0.95,GBP
c76f98ae-edf3-4024-af88-c633ab07fbb6,ATM8886,Edinburgh,MasterCard Credit,Mini Statement,0.0,5611.97,2024-06-21,22:43:08,1794730b-ca4b-4033-b823-914d94a22304,Under Maintenance,Failed,HSBC,0.78,GBP
f850cbec-a7f5-494c-807e-a2cb970ea1aa,ATM1443,Birmingham,MasterCard Debit,Balance Inquiry,238.02,8069.36,2025-01-03,15:50:28,38de2951-aaec-4cb2-ba99-d962b4c04a8b,Under Maintenance,Pending,NatWest,1.12,GBP
4a8bdc5c-78c6-4085-919c-21c47e39fd94,ATM6132,Leeds,Visa Debit,Balance Inquiry,0.0,4377.6,2024-06-26,06:08:30,2aae6409-df42-4bfb-ac40-f34023ea1f84,Active,Success,Santander,2.09,GBP
8de20f22-af20-4aea-b786-9d49b89b1625,ATM3300,Manchester,MasterCard Debit,Balance Inquiry,361.16,3492.1,2024-10-31,06:02:49,65261ca3-372c-406b-8c67-0294288e6924,Inactive,Failed,NatWest,1.0,GBP
9e8be245-7ad6-4b01-afac-72285dde1a4b,ATM2393,Bristol,Visa Debit,Deposit,0.0,314.46,2024-10-20,22:34:32,27dfa299-2fec-4966-a812-7de4d3e6db10,Under Maintenance,Pending,Lloyds,2.12,GBP
35e70eef-4ee7-49b0-a6e8-80af11e58c08,ATM7423,Liverpool,Visa Debit,Deposit,0.0,3307.67,2024-06-25,05:12:23,f19e2531-5f2e-427b-930f-493de18bce2a,Active,Pending,HSBC,2.06,GBP
6b223250-fb2d-45f7-abd1-dbf8c0a562e8,ATM4688,London,MasterCard Credit,Balance Inquiry,0.0,2834.41,2025-02-12,01:53:59,e50fe98e-19dd-452b-bec3-2545efba3c39,Inactive,Failed,Barclays,1.75,GBP
a556df18-7145-4467-9a0b-37e8769f513a,ATM1798,London,Visa Credit,Balance Inquiry,240.59,9179.67,2024-06-11,15:08:17,210fc774-a768-476b-a487-02846a252b2c,Inactive,Pending,NatWest,1.1,GBP
7b50c356-b081-490a-873c-ab38250d0c9c,ATM4428,Glasgow,MasterCard Debit,Deposit,0.0,4971.14,2024-10-17,17:52:26,d9047575-8e0e-47f1-896c-39d758f07fa4,Inactive,Pending,Lloyds,2.6,GBP
41d1c954-107a-44af-9c72-4d49e375d8af,ATM7757,Bristol,MasterCard Debit,Deposit,442.74,2575.03,2024-08-07,18:25:08,0829c4d4-d899-4c6f-82a0-0518d675be5f,Under Maintenance,Failed,Barclays,2.55,GBP
9641af55-358d-4639-90bf-babda5d649dc,ATM1452,Birmingham,Visa Debit,Deposit,0.0,7280.1,2025-05-25,15:31:50,55b04bb7-cb4b-4151-87cd-e75de7e6ca53,Under Maintenance,Success,Barclays,0.5,GBP
868a9123-aa4b-438e-bb6f-6d2322ac9ff1,ATM1772,Edinburgh,Visa Debit,Balance Inquiry,0.0,9056.23,2024-12-29,20:41:02,f2bdb1b7-35e1-499c-b315-4959fc5e453f,Under Maintenance,Pending,Lloyds,0.1,GBP
2d5df04a-14c2-46f3-a7e5-963c493b1112,ATM7543,Glasgow,MasterCard Debit,Deposit,442.37,8817.59,2025-03-27,07:57:54,211fcc20-515f-4e47-bbdf-b9f532e9058f,Under Maintenance,Pending,Barclays,2.91,GBP
8f022246-df66-446a-8116-3168bac8a760,ATM3170,Manchester,Visa Credit,Mini Statement,0.0,3096.59,2025-01-11,11:50:59,478d795b-bf4d-4bbd-b195-872022367739,Active,Failed,Santander,1.66,GBP
ac63457b-c470-40c6-bad8-1464959b0d07,ATM5869,Bristol,Visa Credit,Mini Statement,0.0,7091.17,2024-09-04,15:18:28,d36df379-cd32-4d82-ba51-d2204d2bc605,Under Maintenance,Success,NatWest,0.66,GBP
f3430638-89b2-414c-a569-4274b0e0cfc9,ATM7663,Bristol,MasterCard Credit,Balance Inquiry,0.0,9745.15,2024-07-10,00:54:40,6850cd94-52c9-44a9-9294-5009d4353ed2,Under Maintenance,Failed,Barclays,2.53,GBP
7b9ba35c-8e29-4c03-8e75-3f5774b183dc,ATM7630,Birmingham,Visa Debit,Withdrawal,0.0,5294.11,2025-03-07,21:11:16,24c43f30-e7fc-42ac-bb82-e38e7f56561b,Inactive,Success,Santander,2.45,GBP
d35e1fbb-0154-44b7-ae69-84c647200545,ATM9951,Manchester,Visa Credit,Mini Statement,0.0,1331.02,2025-03-20,21:41:15,9d2be447-248e-45b8-b4be-40872c8b0b20,Active,Pending,NatWest,1.25,GBP
6f4f1e48-e68f-4b05-a46c-f2ada450d1d0,ATM1897,Glasgow,Visa Credit,Balance Inquiry,0.0,1990.96,2024-08-25,09:36:17,37c3837b-f602-44e4-b5c9-190bd12c97ca,Inactive,Success,Lloyds,2.34,GBP
0c377a52-6fed-4601-8d41-c1455a1a0983,ATM8302,Bristol,Visa Credit,Mini Statement,296.63,2961.28,2024-10-17,06:14:45,f7ca8574-1138-4a17-8c17-5a1f53fa9823,Under Maintenance,Success,Lloyds,0.33,GBP
0bded216-0863-4195-a960-a9f6b395bc69,ATM9886,Leicester,MasterCard Debit,Deposit,0.0,6510.12,2024-09-14,22:58:45,8bb8f1ac-882d-480e-982e-fcf5595507ab,Active,Failed,Lloyds,2.72,GBP
f7d3664b-c53b-4776-ac58-d6d23fa8122d,ATM3382,Leeds,MasterCard Debit,Mini Statement,0.0,9253.93,2024-07-01,09:01:25,5eee0a78-c713-4560-9f23-846da3ae124d,Active,Failed,HSBC,0.84,GBP
f7f3032b-0bf1-4038-9773-7931a6e49e29,ATM3082,Leicester,Visa Credit,Balance Inquiry,0.0,1978.07,2024-11-08,21:20:18,7d4b5c73-a592-45b4-81dc-ec3eeb21b592,Active,Success,NatWest,1.47,GBP
35ba9da1-98d0-4bb7-b844-e648601b7208,ATM4396,Liverpool,MasterCard Credit,Withdrawal,244.01,6782.57,2024-10-13,21:34:03,7c7dea34-cd05-4b93-87de-c433e0658f08,Inactive,Failed,HSBC,0.86,GBP
04ae5e3e-f0c5-4802-8474-4ac61df73276,ATM3758,Leicester,Visa Credit,Mini Statement,193.76,6702.05,2025-05-30,08:50:00,3d7d5a02-9c1e-478f-a70c-5d5966afe60f,Inactive,Failed,Santander,1.68,GBP
0c132eec-9b19-48d8-b961-464b2c7ff2ed,ATM2462,Leicester,MasterCard Credit,Withdrawal,0.0,8075.73,2024-08-18,16:55:55,14331d0d-857e-465f-8ebd-2b44ae709c8c,Active,Success,NatWest,2.92,GBP
f349f093-4060-4a0d-84da-2f4c11279e77,ATM8693,Bristol,MasterCard Credit,Deposit,0.0,556.32,2024-07-20,17:18:48,6282e876-435c-42d2-8528-c6be65726058,Active,Failed,NatWest,1.52,GBP
fd5a95ec-c315-48b0-b00e-6a4f254373f8,ATM5715,Manchester,MasterCard Debit,Balance Inquiry,0.0,2594.7,2024-09-04,07:32:12,ca747e6a-82fc-4cb8-a993-fab41aaaf140,Active,Success,Barclays,2.99,GBP
d0506f58-e455-4337-a898-6430fabd7787,ATM5388,Leicester,Visa Credit,Balance Inquiry,0.0,6693.86,2025-01-09,11:22:03,2fbab714-1a5b-4dce-9f1c-ca7a873e37ba,Under Maintenance,Failed,HSBC,2.36,GBP
380a4a2c-a403-4a4c-bd38-4383378ff0c0,ATM5140,Sheffield,MasterCard Debit,Withdrawal,133.32,102.02,2024-09-01,02:44:03,07cf4402-6ad2-4293-ac75-5946b1fd8a22,Active,Pending,HSBC,1.2,GBP
0495c348-a87c-4e70-8a1f-9e07e8510977,ATM4467,Manchester,MasterCard Debit,Mini Statement,226.87,1360.68,2025-02-16,13:14:49,d335199b-945a-47e1-b4d6-00524ed0d796,Active,Success,Barclays,2.81,GBP
7d1271b7-72f5-4eee-8d36-c0c30fbc4897,ATM7605,Glasgow,MasterCard Credit,Deposit,0.0,5725.15,2025-05-21,11:08:14,aef6b1da-97bd-4c6a-879b-d10e71d9abd3,Inactive,Failed,NatWest,0.18,GBP
12665bdc-a55f-4546-a6ce-196954f78e89,ATM1147,Manchester,Visa Debit,Balance Inquiry,0.0,6276.55,2024-08-24,17:42:30,eecd28b6-1b97-4954-ae73-809d385f7e04,Inactive,Failed,Santander,1.19,GBP
9897d88f-a8b4-4255-9ff2-b98a0fccb52e,ATM1844,Manchester,Visa Debit,Deposit,0.0,3101.52,2024-11-08,17:35:00,48b8d66f-76ad-4c7a-84a8-a8f0102acd4a,Under Maintenance,Failed,Barclays,0.95,GBP
a3167929-0e61-4684-a5a6-1f880c461b54,ATM9576,Leicester,Visa Credit,Mini Statement,0.0,2074.48,2024-09-02,20:46:54,e8970cec-4733-4550-befb-6663cfdb34f8,Under Maintenance,Failed,Barclays,1.97,GBP
66ce1549-dd05-4c7a-b479-b31a3a763594,ATM2149,Edinburgh,Visa Credit,Balance Inquiry,468.96,1819.99,2024-07-05,09:41:46,bb99fe29-8586-4ceb-9e53-e7e069cd24b8,Active,Success,Santander,0.9,GBP
c8d4f7fb-439e-4f60-8500-db2cc496d47b,ATM1168,London,MasterCard Debit,Withdrawal,0.0,2662.77,2025-01-08,22:09:17,8c5735e7-69b0-45c7-ac03-79471d7a6c85,Active,Pending,Lloyds,0.92,GBP
cccbcb6e-42e1-4ce9-be8e-fd0d0279648d,ATM5663,Liverpool,Visa Credit,Withdrawal,0.0,3757.71,2024-10-06,18:24:16,12613da9-9497-454f-b6bc-3aea2d090995,Under Maintenance,Failed,Santander,0.34,GBP
265cad5a-8e3f-4eae-99b5-024ceee2a362,ATM3531,Sheffield,Visa Credit,Deposit,0.0,5938.94,2025-05-20,11:34:37,2fd5d948-7fd9-4ce3-b9ac-523e65a3ad53,Inactive,Pending,Lloyds,2.24,GBP
51827e3f-b99e-4a81-9eca-6f11147cef15,ATM3307,Leicester,MasterCard Credit,Deposit,0.0,3139.38,2024-09-06,20:51:30,233dc63d-aebb-419e-b0df-f8d45b2503e1,Inactive,Pending,Santander,2.84,GBP
a7fd116e-d8f5-417f-85bd-ca63a100ba8f,ATM9311,Birmingham,MasterCard Credit,Deposit,0.0,3298.94,2024-11-17,12:06:54,9079a5f4-0af1-4b56-80af-411bc4253d33,Active,Failed,NatWest,0.65,GBP
88bf1035-d8cf-4d5c-b35c-f88bfae203e1,ATM3205,London,Visa Debit,Mini Statement,0.0,8820.56,2025-05-11,05:29:45,3e04f6c5-fc3d-48ba-988a-7b8edc81dacb,Active,Success,Santander,0.56,GBP
cd5b1c19-e09b-40da-9cea-9a22adb5e10c,ATM2876,Bristol,MasterCard Credit,Balance Inquiry,159.48,1706.62,2025-02-11,17:31:25,e2c8f36f-493c-4440-af2e-e0962538f7b9,Inactive,Failed,Santander,2.36,GBP
8fa6b8f1-361e-45fa-88db-ee0e9ee73bcd,ATM6443,London,Visa Credit,Withdrawal,486.55,8520.05,2024-11-04,12:07:02,8805b8f9-1e8d-4bee-bd88-a268ed0312e1,Active,Failed,NatWest,0.35,GBP
860d23d6-4c85-4837-b5cf-489783c8e374,ATM1105,Bristol,MasterCard Credit,Withdrawal,0.0,3354.85,2024-08-28,23:22:43,8d512426-8114-4c48-b0e2-f6c5b7d27b5f,Inactive,Failed,Lloyds,1.65,GBP
5a8ce27b-2f70-4365-a86c-6c4a3f796219,ATM6297,Leicester,MasterCard Credit,Deposit,0.0,5366.91,2025-05-03,10:04:19,e6cd7d35-77c9-433f-8a05-dedd9d358473,Under Maintenance,Success,Santander,0.72,GBP
6a1891a5-4907-4479-99e8-065b113ed69c,ATM3381,Liverpool,Visa Debit,Deposit,0.0,9095.36,2025-04-22,19:20:39,84140924-ec57-44e0-a058-6e1eb9daf4d5,Inactive,Success,NatWest,2.73,GBP
41175ae3-822f-4f7a-ac63-086ae06ecd8a,ATM6411,Sheffield,MasterCard Debit,Mini Statement,0.0,5269.3,2025-04-12,13:51:34,f9b58b34-4a45-4429-b3ea-2b7e37c58fe9,Inactive,Success,Santander,2.53,GBP
5f32403e-1c62-48f0-a72c-763d87a60c7c,ATM2025,Liverpool,Visa Credit,Withdrawal,0.0,3523.02,2025-02-28,09:50:12,94c4cbe7-a53a-45b6-9420-a852fbcfc02a,Active,Success,Santander,2.71,GBP
d1da4bba-1ed9-4ae6-a5f4-4940f5114a9a,ATM2411,Manchester,Visa Credit,Balance Inquiry,350.76,9647.71,2025-03-09,20:16:30,c0cb25f4-683f-4857-a772-0d82babe28af,Inactive,Failed,Santander,1.86,GBP
d0b2ce17-2fb4-4b36-ab79-098cf715eeb2,ATM7111,Sheffield,MasterCard Debit,Withdrawal,54.12,7247.04,2024-10-27,17:19:15,21dd061e-d1cc-43cf-91ba-72a3dbf49197,Active,Pending,Barclays,0.46,GBP
8f18c17a-f0dd-4920-a892-2d000c9aaa56,ATM4393,Leeds,MasterCard Credit,Mini Statement,0.0,7049.9,2024-11-08,03:40:46,f78cd4e5-8065-4a26-8673-55908ff849e1,Under Maintenance,Pending,Santander,0.94,GBP
ee5e256e-459e-4dc9-90c3-1d6007f1a41e,ATM5159,Leeds,MasterCard Debit,Mini Statement,0.0,7198.88,2025-02-22,14:31:06,bdfb1da7-0af3-4e6e-a1f9-7a029e08c01e,Inactive,Pending,Barclays,0.24,GBP
fa17e092-929c-4ac4-bf28-b0fba8cb2f6e,ATM8390,Bristol,MasterCard Credit,Balance Inquiry,71.77,3505.56,2025-01-12,22:21:08,abff90a3-325e-48c2-9043-c797ead3293e,Active,Success,Barclays,2.19,GBP
3c669aa5-50bb-41c7-b01c-ccc7bb87c961,ATM6436,Leicester,Visa Debit,Balance Inquiry,320.46,7415.33,2024-07-31,15:18:17,ce98a51b-f476-42cf-aad8-94626004fb5e,Inactive,Pending,Barclays,0.74,GBP
eff10c1d-0e27-4b0f-8455-1cbec09e0615,ATM8949,Liverpool,MasterCard Debit,Mini Statement,0.0,9238.17,2024-10-25,17:37:54,a60bba59-945b-4f6b-a2f9-3b231c8aa696,Under Maintenance,Failed,Lloyds,1.77,GBP
cb650ac5-3bc3-4d42-8593-a316087bc43f,ATM8709,Leicester,MasterCard Debit,Balance Inquiry,0.0,5024.24,2025-04-25,07:48:33,3dee6dcf-737f-4c38-91a0-95ed66e8063b,Inactive,Failed,Barclays,0.21,GBP
a15e67ce-1caf-4034-93d9-ba8ed3cbdcdc,ATM9776,Bristol,Visa Debit,Withdrawal,305.83,2953.63,2024-06-27,22:49:49,2c61c6f8-2e5d-4b2c-9400-f3eccc8715a8,Active,Success,HSBC,2.56,GBP
a66ef62f-f147-4a9a-90bd-0edabc2d8aa6,ATM9625,Edinburgh,MasterCard Credit,Mini Statement,0.0,1432.94,2025-05-05,23:00:52,e95c50a6-28e1-4e73-a332-179ae915efac,Under Maintenance,Pending,NatWest,2.77,GBP
48e411b3-1760-4557-b309-79faf8900be8,ATM2382,Liverpool,MasterCard Credit,Mini Statement,0.0,3779.86,2025-01-07,17:58:21,c3af7004-5159-4c06-9b95-2f6a0b25381a,Inactive,Success,HSBC,2.95,GBP
f98408a6-0ec0-43b6-b776-0e5d41800953,ATM2324,Glasgow,MasterCard Debit,Mini Statement,0.0,6280.53,2024-08-23,20:29:12,0e592569-3f72-4c9e-840f-7606e3f197ca,Active,Success,HSBC,1.55,GBP
3bdc85dc-6c5f-4136-9b4c-3736c314f367,ATM6169,Sheffield,MasterCard Credit,Withdrawal,0.0,5176.55,2024-08-16,21:30:27,6bcdb22c-9a2f-4102-8f5c-766ee8ea524b,Under Maintenance,Success,Lloyds,2.24,GBP
c56300bb-e6d5-41fe-8568-e46b43cc31cf,ATM8188,Liverpool,Visa Debit,Withdrawal,0.0,8510.84,2024-06-23,06:17:10,bdc17238-368c-4e41-b3e7-c6ce5bd3e27a,Active,Failed,NatWest,1.85,GBP
bad0e4d2-f9db-4648-99bc-0787974b0fff,ATM7286,Leeds,MasterCard Debit,Deposit,232.71,3094.66,2024-07-24,05:01:43,e740ddf7-9f0b-41fc-9a38-a8a5e66ecb12,Active,Pending,NatWest,0.29,GBP
e4ad3121-1c57-40c9-bdfd-b88eae4fd0d7,ATM7607,Manchester,MasterCard Credit,Withdrawal,0.0,784.09,2024-08-10,12:36:18,f1ccc247-c9bb-47e2-b6bf-27be76605eaf,Inactive,Failed,Lloyds,0.49,GBP
5ecc2838-1e33-4e64-8b5f-f9ef228f3e0c,ATM9883,Liverpool,MasterCard Credit,Balance Inquiry,282.38,3693.34,2025-02-07,09:29:22,a40b492c-9138-4ba4-bba1-c16492f97309,Active,Pending,HSBC,2.5,GBP
446c1893-c9d3-4db9-abb9-aa725c9fb440,ATM8864,Glasgow,Visa Credit,Withdrawal,0.0,1349.64,2024-07-21,21:29:00,685a4b32-cb90-42cc-9f46-a30f1f9296e2,Under Maintenance,Pending,Lloyds,1.18,GBP
100aef24-0dd1-4beb-9d98-abc9eae9c546,ATM7977,Birmingham,Visa Debit,Balance Inquiry,0.0,4346.74,2024-11-23,03:23:28,4dc25221-a5d9-4e46-ba18-f93cf332ebbd,Under Maintenance,Failed,Lloyds,1.34,GBP
fe4114ce-f114-43a7-8a94-6f02689f2d23,ATM9497,Bristol,MasterCard Debit,Balance Inquiry,0.0,1376.83,2024-11-28,20:26:06,94b67285-36b8-49fe-8fc6-664b9093e321,Active,Failed,Barclays,2.61,GBP
